"Issue Type","Key","Created","Summary","Assignee","Reporter","Priority","Status","Resolution","Updated","Description"
"Bug","DSH-5170","2025-01-22T11:56:31.061+0100","Improve dashboard-backend logging","Serhii Shevchenko","Serhii Shevchenko","Normal","Closed","Done","2025-03-13T10:46:17.098+0100","Improve logging in contscts bulk removal and bulk upload"
"Ticket","DSH-5169","2025-01-22T10:34:50.747+0100","[Dashboard] Discrepancy in Call Data Between Filtered Views in Dashboard","daniel malachovsky","Zendesk Support for Jira","High","Closed","Done","2025-03-13T13:42:44.270+0100","Hello team, What happened?There is a discrepancy in the call data between the filtered views: Filtered view (all groups + inbound/outbound calls, 16th of January): 114 calls.Filtered view (no group filter,  but inbound/outbound calls and 16th of January stays): 152 calls. No calls were excluded based on groups or agents outside of any group, and the internal calls account for 7 calls, but the remaining difference of 31 calls is unexplained. How to reproduce? Step by step: 1. Impersonate the company in the Dashboard 2. Apply Filters- all groups, inbound + outbound calls on the 16th of January3. Confirm the total call count is 114 calls.4. Remove the Group Filter and keep the 16th of January and inbound + outbound call filters5. Confirm the total call count is 152 calls.6. Identify Internal Calls and subtract internal calls from the total (152 - 7 = 145 calls) and compare this to the filtered view with all groups (114 calls).7. Note the remaining discrepancy Expected behavior?Based on the calls made/received that day, there should not be a 31-call gap between these two views. Company ID: 263889MRR at risk: €6,265.79 / MonthlyLink to logs: n/aTime the problem occurred: The filter used as an example is the 16th of January (the whole day). This should not be affected by the issue of missing calls. Screenshots attached. Internal calls: 773832115, 773829931, 773828219, 773660415, 773614479, 773537263, 73521131 Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5166","2025-01-21T13:41:37.838+0100","Zendesk cookie is called each time user opens page","Jakub Gawroński","Jakub Gawroński","Normal","Closed","Done","2025-03-13T10:46:22.313+0100","WHO: - WHAT: What is needed to be done Zendesk set-jwt-cookie request should be only called when user is loging in or after 60 mins when cookie is expired, then after refresh we should call it again. ‌ WHY: The reason ‌Optimization Acceptance criteria: • set-jwt-cookie should only be called when cookie expire  ‌"
"Bug","DSH-5160","2025-01-20T10:46:08.116+0100","BE - Analysts are listed in the Users selects","Unassigned","Teodor Lilov","High","Icebox","Unresolved","2025-04-10T09:48:07.127+0200","What happened? Analysts can be assigned to Groups and Campaigns in Dashboard How to reproduce? Step by step. • Login using Admin  • Open “Groups” section  • Open the “Add group” menu  • Assign a user  • Search for existing Analysts  Expected behavior? Analysts shouldn’t be allowed to assign to a Group or Campaign Additional data: Company ID: 100735 Environment: dev"
"Ticket","DSH-5149","2025-01-17T09:44:22.933+0100","BE - Agent name not shown in Call history ","Unassigned","Teodor Lilov","Normal","Open","Unresolved","2025-04-09T10:01:13.059+0200","What happened? For inbound calls the agent name being called is not displayed in the Call History.  Making an outbound call using the same agent, the agent name is displayed. How to reproduce? Step by step. • Login to Dashboard  • Configure a number’s CFD with a “Call to agent” step  • Make an inbound call to the number  • End the call  • Visit the Call history page in Dashboard.  Expected behavior? The agent name should be displayed in the call history Additional data: Company ID: 100735 Environment: dev/prod"
"Bug","DSH-5148","2025-01-16T22:16:10.016+0100","[Dashboard] Problem with Number Formatting/Placement","Unassigned","Zoltan Viragh","Normal","Icebox","Unresolved","2025-04-10T09:48:07.760+0200","Hi! Reported by Martin Malych over slack. What happened? • When an inbound call hits a number but isnt routed to any groups/agents the recipient number is displayed but its off center/misalligned.  How to reproduce? Step by step. • Produce an inbound call but hang up before its routed to any groups/agents or simply create a call flow with a playback or IVR step.  • Inspect the recipient number on the dashboard. (See attached screenshot)  Expected behavior? • The recipient number should be centered - moved slightly to the right.  • Formatting issue:After country code “+44” there should be no “0"".It happens to many numbers, but not all.In the second screenshot, you can see: • all numbers have “0” after country calling code, but it should not be there  • if you hover over these numbers, you even see that in tooltip (black box) it’s correctly present without the “0""   Additional data: Call IDs: 773920621 , 773707395  Company ID: 100201 Environment: Prod Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5147","2025-01-16T15:44:04.572+0100","[BE] [Platform] Numbers prices being displayed differently ","Serhii Shevchenko","Zendesk Support for Jira","Very high","Closed","Done","2025-04-02T08:25:52.604+0200","Hello team,  creating this ticket based on this Slack thread: https://cloudtalkio.slack.com/archives/C05KLEPRM53/p1736867244456579 Number prices are being displayed differently than in the legacy Dashboard which is confusing the customers.  Before: €6,00Now: 6.0000€ One of the companies that reached out about this: Company id: 120931MRR at risk:  €1 751,00 / Monthly Screenshots attached. Please, let me know if you need anything else. Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5145","2025-01-16T12:48:06.807+0100","Support beacon covers option to click on next page on user page. ","Nicoletta Donadio","Sandra Feriančíková","Normal","Closed","Done","2025-03-13T10:46:25.899+0100","Here is a screenshot."
"Bug","DSH-5143","2025-01-16T10:35:51.627+0100","Voicemails left after a Call to group step not logged in Analytics","Unassigned","Teodor Lilov","Normal","Closed","Duplicate","2025-03-13T10:46:28.489+0100","What happened? Voicemails left after a Call to group step are not logged in Analytics How to reproduce? Step by step. • Login to Dashboard  • In the Numbers section, configure a number with a “Call to group” step  • In the “Unanswered” branch add a Voicemail  • Call the number and reach the voicemail  • End the call  Expected behavior? The Voicemail call should be logged to Analytics Additional data: Company ID: 100735 Call ID: 258477167 Environment:  dev"
"Bug","DSH-5138","2025-01-15T20:43:19.064+0100","Cannot Access Client's Billing via Impersonation","Unassigned","Zoltan Viragh","High","Icebox","Unresolved","2025-04-10T09:48:08.396+0200","Hi! Reported by L1. What happened? • When attempting to access a client's billing page via impersonation, instead of their billing page a CT account's billing page is displayed.  How to reproduce? Step by step. • Impersonate a client's account on prod.  • Navigate to the billing page.  Expected behavior? • The impersonated client's billing page should be displayed.  Environment: Prod Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5136","2025-01-15T19:03:09.011+0100","[Internal] Allow Auto Approved Sign Up for Slovakia","Unassigned","Zoltan Viragh","High","Icebox","Unresolved","2025-04-10T09:48:08.992+0200","Hi! What happened? • Accounts approval reported that one registration from Slovakia wasnt automatically approved.  How to reproduce? Step by step. • Register from a Slovak IP.  Expected behavior? • Slovak registrations should be automatically approved.  Additional data: https://my.cloudtalk.io/phadmin/companies/showPreregistration/382575 - the affected registration.Raised with BIT here: https://cloudtalk.atlassian.net/browse/BIT-2801 Environment:  Prod Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5135","2025-01-15T15:53:23.726+0100","Impersonation - AI insights not loading","Unassigned","Caroline Da Fonseca","Normal","Icebox","Unresolved","2025-04-10T09:48:09.614+0200","Reporter: Tomas V.  How to reproduce: Impersonation > AI Analytics page > go to Call details of a specific call: • Shows an incorrect notification ‘File coudn’t be loaded'  • Sentiment is not loading  • Topic extraction is not loading  Loom video: Tested on our CT LIVE account and this Call ID: 772714263"
"Bug","DSH-5128","2025-01-14T19:46:50.176+0100","[UI/UX] Can't scroll on feedback modal","Jergus Kacmar","Caroline Da Fonseca","Very high","Closed","Done","2025-02-27T15:00:22.953+0100","Users are currently able to share feedback on the CI features. That’s how they do it:  Issue to solve: the modal doesn’t scroll. The user is not able to see and reach the ‘send’ button."
"Ticket","DSH-5118","2025-01-14T12:31:32.312+0100","[AN] “Download” button missing on the “Call details” page","Jergus Kacmar","Zendesk Support for Jira","Normal","Closed","Done","2025-03-13T13:42:59.234+0100","Hello team,  What happened? The affected customer reported that the “Download” button is missing for calls that were not processed by AI on the “Call details” page.  How to reproduce? Step by step. 1. Open company 1002012. Open call ID 769253143 in Call Log and open Call details (processed by AI, download button available)3. Open call ID 766328423 in Call Log and open Call details (not processed by AI, download button is missing) Expected behavior? I assume that the download button should be available for calls not processed by AI (companies that do not have AI-enabled) as well as for those processed by AI on the Call details page.  Company id: 264827MRR at risk:  €789,00 / MonthlyLink to logs: N/ACall ID from the affected customer: 767371289 Could you look into this, please? Thank you!  • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5117","2025-01-14T08:56:14.333+0100","[DUPLICATE] [AN] Calls not appearing in Analytics","Unassigned","Zendesk Support for Jira","High","Closed","Duplicate","2025-03-13T10:46:30.923+0100","Hello team!  What happened? The affected company reported that no calls appeared in Analytics yesterday. Although they made/received over 1000 calls, all tabs in Analytics show 0.  How to reproduce? Step by step.1. Impersonate company 2614992. Choose the 13th of January for the date range filter3. Check any of the tabs Expected behavior?All calls made/received should show in the Analytics.  Company id: 261499MRR at risk:  €3012,00 / MonthlyLink to logs: belowTime the problem occurred: yesterday, 13th of January 2025 Example call IDs: 770763009 770760323 770713355  ‌I could not find any logs for these 3 examples: https://app.datadoghq.eu/logs?query=service%3Acall-information-processing%20%40context.data.cdr_id%3A770713355&agg_m=count&agg_m_source=base&agg_t=count&clustering_pattern_field_path=message&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=sliding&storage=hot&stream_sort=desc&viz=stream&from_ts=1736235967173&to_ts=1736840767173&live=true If I look at the logs for the whole company from yesterday, I can see a lot of errors as “Could not process queued job” and “Failed to perform”.  https://app.datadoghq.eu/logs?query=service%3Acall-information-processing%20%40context.data.company_id%3A261499&agg_m=count&agg_m_source=base&agg_t=count&clustering_pattern_field_path=message&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1736204400000&to_ts=1736809199999&live=false Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5116","2025-01-13T19:50:06.380+0100","Call not found in Analytics","Roman Hartig","Patrik Repka","Normal","Closed","Done","2025-03-13T10:46:32.853+0100","What happened?Customer reported the following error:Call with id '770030957' doesn't exist on company '274873' when trying to GET the call data via analytics endpoint. Via impersonation I have it is also not available via Analytics UI.https://analytics-api.cloudtalk.io/api/calls/770030957My testing also shown it is returns this error.It appears to be a regular inbound call. I was able to locate it both via Call History Endpoint and via PHAdmin. https://my.cloudtalk.io/api/calls/index.json?cdr_id=770030957 Company id: 274873 MRR at risk: 2,5K Link to logs: Time the problem occurred: (if not precise, please provide a range) ‌ Please add screenshots or recordings if you have them."
"Bug","DSH-5115","2025-01-13T17:33:36.688+0100","FE - Deleted groups remain on the UI until page reload","Unassigned","Teodor Lilov","Normal","Closed","Done","2025-03-13T10:46:35.239+0100","What happened? Deleted groups remain on the UI until the page is reloaded How to reproduce? Step by step. • Login in Dashboard  • Open the “Groups” section  • Delete a group  Expected behavior? The group should be removed from the UI Additional data: Company ID: 100552 Environment: stage ‌"
"Bug","DSH-5114","2025-01-13T17:30:55.165+0100","Impersonation - Emails with exported reports in Analytics are not sent","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:48:10.197+0200","What happened? When a company is impersonated the exported CSV reports are not sent How to reproduce? Step by step. • Impersonate a company  • In Analytics, export a report from any tab  Expected behavior? The user impersonating the company should receive an email with the exported report Additional data: Environment: stage/prod"
"Bug","DSH-5108","2025-01-10T15:01:44.426+0100","Change redirection link to iframed billing in a new dashboard when adding user over the seats limit","daniel malachovsky","Roman Hartig","Normal","Closed","Done","2025-03-13T10:46:37.347+0100","What happened? $subject Currently after attempt to add new user in the company where all seats are used, modal window is raised  which redirects after clicking add seats button to the https://my.stage.cloudtalk.io/billing/credit in old dashboard. How to reproduce? Step by step. Add new user in a new dashboard in a company where all seats are already occupied Expected behavior? Redirection should happen to the iframed billing in a new dashboard. Also the message of the modal window should be tweaked accordingly. Additional data: Company ID: 177540 Environment: stage Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Bug","DSH-5107","2025-01-10T10:02:22.869+0100","Default Outbound Number Not Set for New Users","Jergus Kacmar","Arnaldo Tema","High","Closed","Done","2025-03-13T10:46:39.789+0100","What happened? When a new user is created in the Dashboard without setting a default outbound number, they can’t make calls because no number gets assigned automatically. In the old dashboard, this was handled by default, so users were ready to go right away. How to reproduce?  • Go to the Dashboard and create a new user.  • Leave the default outbound number field empty.  • Log in to the app with the newly created user.  • Try to make a call – it won’t work because no default outbound number is set.  Describe in detail under what circumstances the issue occurs. • Happens when creating users via the Dashboard (both individual and bulk creation).  • Users are blocked from making calls until they manually select an outbound number in the dialer app.  Expected behavior? • If the default outbound number field is left empty, the system should assign one automatically.  • This is how it worked in the old dashboard, and the tooltip in the new dashboard (“Leave empty for current number”) suggests the same behavior.  Additional information: • Likely a regression – the old dashboard handled this by default.  • The issue seems to be tied to the Dashboard’s business logic, not the apps.  • Doesn’t necessarily needs to be fixed before the rollout of the new dashboard (Jan 13), but should be handled early next week at the latest, to avoid big UX headaches."
"Ticket","DSH-5103","2025-01-09T14:13:49.786+0100","[AN] Blank Internal Numbers Filter for Analysts","Serhii Shevchenko","Zoltan Viragh","Normal","Closed","Done","2025-03-13T10:46:44.320+0100","Hi! What happened? • Client reported their analysts are unable to use the internal numbers filter in analytics. The list is blank.  How to reproduce? Step by step. • Change your role to analyst  • Keep the group, assigned numbers lists blank  • Open analytics and try to filter by internal number  Expected behavior? • The available internal numbers should populate the list.  Company id: 146693 MRR at risk:€102.00 Link to logs:N/A Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5102","2025-01-09T12:11:21.802+0100","Incoming voicemail Calls are not shown in analytics","Roman Hartig","Anže Šuštar","Normal","Closed","Cannot Reproduce","2025-03-13T10:46:46.644+0100","What happened? While testing  . We found one thing. It looks like in analytics you are only showing outgoing calls and not incoming ones? Is this correct? Because we are trying to change the emails links and they are not showed in analytics? I will post some links in the thread. How to reproduce? Step by step. Make a call and leave a voicemail. Expected behavior? Calls should be shown Additional data: https://analytics.stage.cloudtalk.io/call-details/258512391 https://analytics.stage.cloudtalk.io/report/callLog?filter=eyJkYXRldGltZSI6eyJ0eXBlIjoicmVsYXRpdmUiLCJ0aW1lZnJhbWUiOiJ0b2RheSJ9LCJncm91cElkcyI6WyI4NzUyOCJdLCJhZ2VudElkcyI6WyIxNTQzMzQiXSwiZXh0ZXJuYWxOdW1iZXIiOiIiLCJjb250YWN0TmFtZSI6IiIsInRhZ0lkcyI6W10sImNhbGxSYXRpbmciOltdLCJjYWxsRGlyZWN0aW9uIjpbImluYm91bmRBbmRPdXRib3VuZCJdLCJjb3VudHJ5Q29kZXMiOltdLCJpbnRlcm5hbE51bWJlcklkcyI6W10sImNhbGxJZCI6IiIsImdyb3VwTWlzc2VkUmVhc29uIjpbXSwiYWdlbnRNaXNzZWRSZWFzb24iOltdLCJvdXRPZk9mZmljZSI6ZmFsc2UsInRhbGtpbmdUaW1lIjp7Imd0ZSI6MCwibHRlIjowfSwiaXNSZXNvbHZlZCI6bnVsbCwiYW5vbnltb3VzIjpudWxsfQ%3D%3D&highlightedStat=totalCalls Slack thread:   Company ID: Environment: * Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Bug","DSH-5101","2025-01-09T11:41:54.422+0100","Account setup email images not rendering","daniel malachovsky","Nicoletta Donadio","Normal","Closed","Done","2025-03-11T17:04:07.630+0100","What happened? The confirmation email that get sent to setup an account doesn’t render the correct images but instead a weird blue box.  Some spacing issue needs to be fixed too. How to reproduce? Step by step. • Create a new user from Dashboard  • Open the email (I tested both Gmail and Apple mail)  • The images are not rendered correctly  Expected behavior? Design here:   ‌"
"Ticket","DSH-5094","2025-01-08T21:00:38.905+0100","[AN] Analyst can not open call details","Serhii Shevchenko","Zendesk Support for Jira","High","Closed","Done","2025-03-13T10:46:48.835+0100","Hello team!  This is a follow-up to the ticket https://cloudtalk.atlassian.net/browse/DSH-5079.  Company 272539 reports that the issue remains and that all analysts and supervisors are affected.  How to reproduce? Step by step. • Set your user role to analyst/supervisor.  • Open analytics.  • Navigate to the Call Log panel.  • Try and open the call details page for any call.  Expected behavior? • Analysts and supervisors should be able to open call details.  CID: 272539 MRR:  €2 536,00 / MonthlyAffected agent: all analysts and supervisors, example: James Stratford Extension: 1008 ID: 377165 James is an Administrator now, however, he was a supervisor. After changing him to Administrator, he is able to access the call details.  L1 and L2 were able to replicate the issue.  Recording of the issue: https://www.loom.com/share/0483d86846e34f26a1d9af98becd9433?sid=b9e7f4d0-6d04-4846-93ba-8cda8351e871 Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5081","2025-01-03T08:36:00.486+0100","Call recordings not shown in Analytics but are in old Dashboard","Roman Hartig","Allison Chihak","High","Closed","Duplicate","2025-03-13T13:43:08.619+0100","What happened? When impersonating company id via PHAdmin, these 3 calls ids have playable call recordings in the Old Dashbaord. When impersonating the same company via CloudTalk Admin, the same call ids don’t have playable call recordings in Analytics How to reproduce? Step by step. • Login to PhAdmin (Production):  • Access the production instance of PhAdmin.  • Locate and open the Company ID in question.  • Search for Call IDs in PhAdmin:  • Search for each Call ID within the Call History.  • Verify that:  • All call IDs have an associated recording.  • You can play the recordings to hear the audio.  • Login to Production CloudTalk Admin:  • Access the production instance of CloudTalk Admin.  • Go to the Impersonation section.  • Use impersonation to access the same Company ID as in PhAdmin.  • Filter Call Logs in CloudTalk Admin:  • Navigate to the Call Log Report.  • Filter the report by the same three Call IDs reviewed in PhAdmin.  • Open the Call Details for eac call  • Observe that:  • Each call log contains a warning stating that the recording is not available for the respective call.  By following these steps, the discrepancy between PhAdmin and CloudTalk Admin regarding call recording availability can be observed. Expected behavior? Call recordings are accessible & playable for call in Old Dashboard, New Dashboard & Analytics equally. There is parity. Note: If call recordings are only inaccessible when impersonating Analytics due to our new security measures, that’s understandable, but could you please make sure customer-facing teams are aware & trained on this difference? I looks like a bug.   Additional data: Company ID: 197643 Environment: Prod Call Examples: • Call id 762593853  • Call id 762552433  • Call id 759646279"
"Ticket","DSH-5079","2025-01-02T19:24:59.524+0100","[AN] Analysts Cant Open Call Details","daniel malachovsky","Zoltan Viragh","High","Closed","Done","2025-03-13T10:47:02.413+0100","Hi! What happened? • Client reported analysts arent able to open call details in analytics.  How to reproduce? Step by step. • Set your user role to analyst.  • Open analytics.  • Navigate to the Call Log panel.  • Try and open the call details page for any call.  Expected behavior? • Analysts should be able to open call details.  Company id:166579 MRR at risk:$3,853.50 Link to logs: • Attached har file, console export and screenshots.  Affected agent on the client's end is: Leron KehimkarExtension: 1014ID: 331899 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5073","2024-12-27T16:44:13.854+0100","[AN] Analytics Wont Load","daniel malachovsky","Zoltan Viragh","High","Closed","Done","2025-03-13T10:47:05.164+0100","Hi! What happened? • Client reported analytics isnt loading on their end. Tried adjusting filters, incognito mode - none of which helped. The screenshots they provided contain 400 response codes.  How to reproduce? Step by step. • Unable to on my end.  Expected behavior? • Analytics should load.  Company id: 146693 MRR at risk:€102.00 Link to logs: • See attached files from client.  Low MRR but we have another client complaining. Just waiting for them to provide relevant info. Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5070","2024-12-24T15:20:18.805+0100","[AN] Missing Talking Time","Jakub Bober","Zoltan Viragh","High","Closed","Won't Do","2025-03-13T13:43:17.312+0100","Hi! What happened? • Client reported a couple of their calls dont have talking time in analytics despite them having talking time in legacy statistics.  How to reproduce? Step by step. • Impersonate 196729  • Filter these calls:749617749 - 3:09 talking time - not showing in NA749596093 - 1:24 talking time - not showing in NA 749589909 - 8:19 talking time - not showing in NA  Expected behavior? • Talking time should be displayed.  Company id: 196729 MRR at risk:$669.00 Link to logs:https://app.datadoghq.eu/logs?query=service%3Acall-information-processing%20749617749&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1733007600000&to_ts=1735049970217&live=false https://app.datadoghq.eu/logs?query=service%3Acall-information-processing%20749596093&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1733007600000&to_ts=1735049970217&live=false https://app.datadoghq.eu/logs?query=service%3Acall-information-processing%20749589909&agg_m=count&agg_m_source=base&agg_t=count&cols=host%2Cservice&fromUser=true&messageDisplay=inline&refresh_mode=paused&storage=hot&stream_sort=desc&viz=stream&from_ts=1733007600000&to_ts=1735049970217&live=false Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5069","2024-12-23T22:05:31.598+0100","[Dashboard] Contacts Aren't Imported From CSV","daniel malachovsky","Zoltan Viragh","Very high","Closed","Done","2025-03-13T10:47:07.361+0100","Hi! What happened? • Client reported that whenever they upload a list of contacts they arent actually imported. This issue is only present when uploading CSVs via the new dashboard.  How to reproduce? Step by step. • Upload a CSV file via the new dashboard.  Expected behavior? • Contacts from the uploaded list should be imported.  Company id:213276 MRR at risk:€13 602,20 Link to logs: • Attached HAR files.  Recording:   Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5064","2024-12-19T09:41:53.189+0100","Campaign statistics -> Sales stats shown with wrong campaign Call results names","Unassigned","Patrik Repka","Normal","Icebox","Unresolved","2025-04-10T09:48:10.814+0200","What happened? This is how Sales stats are shown in New Dashboardcampaign ID: 233931company: 132079 How to reproduce? Step by step. Describe in detail under what circumstances the issue occurs. Expected behavior? this is how Sales stats is shown in old dashboard, stating names of all call results/buttons, apart of those which have type ‘reschedule’ or ‘try to call again later' Additional data: Company ID: 132079 Environment: PROD Build version: If you have any screenshots or video, please add it into the attachments. ‌"
"Ticket","DSH-5049","2024-12-16T18:30:42.692+0100","[AN] Problem with Analyst Call Visibility","Serhii Shevchenko","Zoltan Viragh","High","Closed","Done","2025-02-27T15:00:47.782+0100","Hi! What happened? • Client reported that their analysts arent able to see calls they are supposed to. Issue was identified by swapping users' roles from analyst to admin and back and comparing the call count.  How to reproduce? Step by step. • Unable to.  Expected behavior? • Given the client's settings there should be no call discrepancy. See attached screenshots. One taken with the analyst role and one with the admin role for the same user.  Company id: 213276 MRR at risk:€13 602,20 Link to logs:Attached har file. User:Massa mirabelExtension: 1016ID: 298403 Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5044","2024-12-13T13:14:29.927+0100","[Real Time Dashboard] The Agent Status table updates after a call ends, clearing the search ","Jergus Kacmar","Zendesk Support for Jira","Normal","Closed","Done","2025-03-13T10:47:23.965+0100","Hello team!  What happened?The Agent Status table in the Realtime tab updates when a call ends, which clears the search results How to reproduce? 1. Make a phone call2. Open the real-time tab3. In the Agent status table, search for the agent being on call4. End the call Expected behavior?The search should be preserved.  Company id: 242823MRR at risk:  €6 188,00 / Monthly A recording of the issue is attached. Discussed here: https://cloudtalkio.slack.com/archives/C05KLEPRM53/p1733914116171859‌A Jira bug was opened: https://cloudtalk.atlassian.net/browse/DSH-5040. As discussed within the bug ticket, opening a new Jira ticket as a client is facing this issue.  Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5043","2024-12-13T13:01:24.402+0100","[Platform] Hidden Contacts Functionality Across Different Interfaces","daniel malachovsky","Zendesk Support for Jira","Normal","Closed","Done","2025-03-13T13:43:25.964+0100","Hello team!  When the ""Show contacts"" permission is disabled for an agent role, the behavior of hidden contacts is inconsistent across interfaces. In the app, calls are correctly shown as ""hidden caller."" In the Old Dashboard, contact names are hidden but phone numbers are visible. In the New Dashboard, neither contact names nor phone numbers are hidden.  This was previously discussed here: https://cloudtalkio.slack.com/archives/C02F3PZU4E7/p1730974397203279 How to reproduce? 1. Set Up the Agent Role: • Go to the user management settings   • Assign an agent role to a user  • Disable the ""Show contacts"" permission for this agent role.  2. Simulate a Call: • Make or receive a call linked to a contact in the system.  • Check Behavior Across Interfaces:  Expected behavior? When ""Show contacts"" is disabled for the agent role, all calls should consistently display as ""hidden caller"" across all interfaces (App, Old Dashboard, and New Dashboard). Replicated by Lucia Mlynárová Extension: 1014 ID: 322551 on 115777Call ID: 750149903  Company id: 213276MRR at risk:  €13 602,20 / Monthly I also found this story: https://cloudtalk.atlassian.net/browse/AI-781 Could you look into this, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5042","2024-12-13T12:52:02.235+0100","If user is not logged in old dashboard, then login is displayed instead of billing","daniel malachovsky","Anže Šuštar","Normal","Closed","Cannot Reproduce","2025-02-27T15:00:49.163+0100","What happened? If user is not logged in old dashboard, then when navigating to billing in new dashboard, the login page of old dashboard is displayed instead of billing. How to reproduce? Step by step. Log out of old dashboard. Go to billing in new dashboard. This is possible to reproduce only with some users. Expected behavior? Billing should always be displayed instead of login page. Additional data: Company ID: All Environment: All Build version: All To fix this, you should also use the same logic as in switch to old dashboard. So in summary, you just need to store the MongoDB key first and then load the Billling page. ‌"
"Bug","DSH-5041","2024-12-13T12:47:55.282+0100","Handle billing updates in dashboard","Unassigned","Anže Šuštar","High","Open","Unresolved","2025-04-02T20:28:14.598+0200","What happened? When adding credit in billing in iframe in new dashboard the amount stays the same in new dashboard top right corner. When trial company is activated in iframe in new dashboard, trial banner is still displayed. When amount of seats is changed, we are not aware of it. How to reproduce? Step by step. Credit update • Navigate to billing.  • Add credit.  • Credit is updated in billing page, but not in dashboard top  Activation • Login to company in Trial status  • Click on Upgrade my plan in demo banner - it will automatically navigate you to billing and open activation modal  • select the plan and finish the navigation  • company is in live status, but demo banner is still visible  Seats • Have a company with full seats  • Navigate to Users and click Add user button  • Dialog opens which will navigate you to Billing  • Add seats in billing  • Return to step 2, even when number of seats is increased, dashboard doesn’t know.  Expected behavior? The credit amount should update. Additional data: Company ID: All Environment: All Build version: All Please specify if BIT should also do some work. ( If you require some event or something. ) ‌"
"Bug","DSH-5040","2024-12-12T15:25:50.355+0100","FE - The Agent Status table updates after a call ends, clearing the search","Unassigned","Teodor Lilov","Normal","Closed","Won't Do","2024-12-13T13:18:29.343+0100","What happened? The Agent Status table in the Realtime tab updates when a call ends, which clears the search results How to reproduce? Step by step. • Make a phone call  • Open the realtime tab  • In the Agent status table, search for the agent being on call  • End the call  Expected behavior? The search should be preserved Additional data: Company ID: 100735 Environment: dev"
"Bug","DSH-5035","2024-12-11T12:24:14.799+0100","BE - Greetings pagination does not work","daniel malachovsky","Teodor Lilov","Normal","Closed","Done","2025-02-27T15:00:49.809+0100","What happened? Pagination in Sounds does not work.  Seems like a BE issue # Write your query or mutation here
query Greetings($input: GetGreetingsInput!) {
  greetings(input: $input) {
    ...GreetingData
    __typename
  }
}
fragment GreetingData on Greetings {
  data {
    ...Greeting
    __typename
  }
  totalCount
  __typename
}
fragment Greeting on Greeting {
  id
  companyId
  greetingType
  internalName
  basename
  fileName
  fileExt
  fileMime
  fileExists
  country {
    ...Country
    __typename
  }
  isSoundUsed
  __typename
}
fragment Country on Country {
  id
  name
  nameSk
  countryCode
  longName
  iso3
  callingCode
  isInEu
  enableCalls
  isProhibited
  __typename
}{
    ""input"": {
        ""limit"":3,
        ""offset"": 0,
        ""type"": ""INTERNAL""
    }
}How to reproduce? Step by step. • Login  • Open the Account settings  • Open the Sounds tab  • Change a page  Expected behavior? Switching pages in the Sounds table should update the list Additional data: Company ID: 100735 Environment: dev"
